Datetime,Frequency per Minute,Activity Level
2023-02-20 06:12:56,1307,High Activity
2023-02-20 06:13:56,1333,High Activity
2023-02-20 06:14:56,1337,High Activity
2023-02-20 06:15:56,1352,High Activity
2023-02-20 06:16:56,1285,High Activity
2023-02-20 06:17:56,1348,High Activity
2023-02-20 06:18:56,1353,High Activity
2023-02-20 06:19:56,1353,High Activity
2023-02-20 06:20:56,1352,High Activity
2023-02-20 06:21:56,1220,High Activity
2023-02-20 06:22:56,1353,High Activity
2023-02-20 06:23:56,1097,High Activity
2023-02-20 06:24:56,1352,High Activity
2023-02-20 06:25:56,1353,High Activity
2023-02-20 06:26:56,1353,High Activity
2023-02-20 06:27:56,1354,High Activity
2023-02-20 06:28:56,1351,High Activity
2023-02-20 06:29:56,1343,High Activity
2023-02-20 06:30:56,1340,High Activity
2023-02-20 06:31:56,1339,High Activity
2023-02-20 06:32:56,1346,High Activity
2023-02-20 06:33:56,1332,High Activity
2023-02-20 06:34:56,1348,High Activity
2023-02-20 06:35:56,1304,High Activity
2023-02-20 06:36:56,1349,High Activity
2023-02-20 06:37:56,1346,High Activity
2023-02-20 06:38:56,1347,High Activity
2023-02-20 06:39:56,1345,High Activity
2023-02-20 06:40:56,1343,High Activity
2023-02-20 06:41:56,1340,High Activity
2023-02-20 06:42:56,1343,High Activity
2023-02-20 06:43:56,1346,High Activity
2023-02-20 06:44:56,1347,High Activity
2023-02-20 06:45:56,1345,High Activity
2023-02-20 06:46:56,1342,High Activity
2023-02-20 06:47:56,1343,High Activity
2023-02-20 06:48:56,1346,High Activity
2023-02-20 06:49:56,1347,High Activity
2023-02-20 06:50:56,1343,High Activity
2023-02-20 06:51:56,1340,High Activity
2023-02-20 06:52:56,1333,High Activity
2023-02-20 06:53:56,1348,High Activity
2023-02-20 06:54:56,1334,High Activity
2023-02-20 06:55:56,1342,High Activity
2023-02-20 06:56:56,1350,High Activity
2023-02-20 06:57:56,1346,High Activity
2023-02-20 06:58:56,1347,High Activity
2023-02-20 06:59:56,1351,High Activity
2023-02-20 07:00:56,1347,High Activity
2023-02-20 07:01:56,1343,High Activity
2023-02-20 07:02:56,1358,High Activity
2023-02-20 07:03:56,1245,High Activity
2023-02-20 07:04:56,1286,High Activity
2023-02-20 07:05:56,1345,High Activity
2023-02-20 07:06:56,1297,High Activity
2023-02-20 07:07:56,1237,High Activity
2023-02-20 07:08:56,1359,High Activity
2023-02-20 07:09:56,1354,High Activity
2023-02-20 07:10:56,1357,High Activity
2023-02-20 07:11:56,1355,High Activity
2023-02-20 07:12:56,1344,High Activity
2023-02-20 07:13:56,1342,High Activity
2023-02-20 07:14:56,1342,High Activity
2023-02-20 07:15:56,1352,High Activity
2023-02-20 07:16:56,1343,High Activity
2023-02-20 07:17:56,1339,High Activity
2023-02-20 07:18:56,1347,High Activity
2023-02-20 07:19:56,1352,High Activity
2023-02-20 07:20:56,1336,High Activity
2023-02-20 07:21:56,1344,High Activity
2023-02-20 07:22:56,1352,High Activity
2023-02-20 07:23:56,1351,High Activity
2023-02-20 07:24:56,1349,High Activity
2023-02-20 07:25:56,1351,High Activity
2023-02-20 07:26:56,1360,High Activity
2023-02-20 07:27:56,1359,High Activity
2023-02-20 07:28:56,1348,High Activity
2023-02-20 07:29:56,1344,High Activity
2023-02-20 07:30:56,1355,High Activity
2023-02-20 07:31:56,1336,High Activity
2023-02-20 07:32:56,1352,High Activity
2023-02-20 07:33:56,1351,High Activity
2023-02-20 07:34:56,1353,High Activity
2023-02-20 07:35:56,1353,High Activity
2023-02-20 07:36:56,1357,High Activity
2023-02-20 07:37:56,1348,High Activity
2023-02-20 07:38:56,1348,High Activity
2023-02-20 07:39:56,1354,High Activity
2023-02-20 07:40:56,1349,High Activity
2023-02-20 07:41:56,1348,High Activity
2023-02-20 07:42:56,1332,High Activity
2023-02-20 07:43:56,1348,High Activity
2023-02-20 07:44:56,1143,High Activity
2023-02-20 07:45:56,116,Low Activity
2023-02-20 07:46:56,91,Low Activity
2023-02-20 07:47:56,152,Low Activity
2023-02-20 07:48:56,71,Low Activity
2023-02-20 07:49:56,297,Low Activity
2023-02-20 07:50:56,127,Low Activity
2023-02-20 07:51:56,27,Low Activity
2023-02-20 07:52:56,25,Low Activity
2023-02-20 07:53:56,261,Low Activity
2023-02-20 07:54:56,108,Low Activity
2023-02-20 07:55:56,109,Low Activity
2023-02-20 07:56:56,43,Low Activity
2023-02-20 07:57:56,94,Low Activity
2023-02-20 07:58:56,103,Low Activity
2023-02-20 07:59:56,169,Low Activity
2023-02-20 08:00:56,798,Moderate Activity
2023-02-20 08:01:56,984,Moderate Activity
2023-02-20 08:02:56,1033,High Activity
2023-02-20 08:03:56,1006,High Activity
2023-02-20 08:04:56,1007,High Activity
2023-02-20 08:05:56,987,Moderate Activity
2023-02-20 08:06:56,698,Moderate Activity
2023-02-20 08:07:56,981,Moderate Activity
2023-02-20 08:08:56,987,Moderate Activity
2023-02-20 08:09:56,1020,High Activity
2023-02-20 08:10:56,898,Moderate Activity
2023-02-20 08:11:56,777,Moderate Activity
2023-02-20 08:12:56,675,Moderate Activity
2023-02-20 08:13:56,1028,High Activity
2023-02-20 08:14:56,924,Moderate Activity
2023-02-20 08:15:56,944,Moderate Activity
2023-02-20 08:16:56,974,Moderate Activity
2023-02-20 08:17:56,998,Moderate Activity
2023-02-20 08:18:56,734,Moderate Activity
2023-02-20 08:19:56,934,Moderate Activity
2023-02-20 08:20:56,983,Moderate Activity
2023-02-20 08:21:56,1011,High Activity
2023-02-20 08:22:56,958,Moderate Activity
2023-02-20 08:23:56,955,Moderate Activity
2023-02-20 08:24:56,1004,High Activity
2023-02-20 08:25:56,1018,High Activity
2023-02-20 08:26:56,914,Moderate Activity
2023-02-20 08:27:56,953,Moderate Activity
2023-02-20 08:28:56,961,Moderate Activity
2023-02-20 08:29:56,972,Moderate Activity
2023-02-20 08:30:56,1000,Moderate Activity
2023-02-20 08:31:56,1005,High Activity
2023-02-20 08:32:56,890,Moderate Activity
2023-02-20 08:33:56,858,Moderate Activity
2023-02-20 08:34:56,773,Moderate Activity
2023-02-20 08:35:56,65,Low Activity
2023-02-20 08:36:56,9,Low Activity
2023-02-20 08:37:56,87,Low Activity
2023-02-20 08:38:56,6,Low Activity
2023-02-20 08:39:56,18,Low Activity
2023-02-20 08:40:56,8,Low Activity
2023-02-20 08:41:56,157,Low Activity
2023-02-20 08:42:56,539,Moderate Activity
2023-02-20 08:43:56,420,Low Activity
